Patho-Nr,English,Tierart,scientific_name,Abbreviation,Institution,Location
AC/622/12,Double-eyed fig parrot,Maskenzwergpapagei,Cyclopsitta diophthalma,DFP_1_L,fiwi,"Vienna, Austria"
Z/627/12,Southern cassowary,Helmkasuar,Casuarius casuarius,SC_1_H,fiwi,"Vienna, Austria"
Z/627/12,Southern cassowary,Helmkasuar,Casuarius casuarius,SC_1_L,fiwi,"Vienna, Austria"
CB/709/12,Roe deer,Reh,Capreolus capreolus,ROD_1_H,fiwi,"Vienna, Austria"
CB/709/12,Roe deer,Reh,Capreolus capreolus,ROD_1_L,fiwi,"Vienna, Austria"
CB/733/12,Deer,Hirsch,Cervidae,DE_2_H,fiwi,"Vienna, Austria"
CB/733/12,Deer,Hirsch,Cervidae,DE_2_L,fiwi,"Vienna, Austria"
AC/776/12,Roe deer,Reh,Capreolus capreolus,ROD_2_H,fiwi,"Vienna, Austria"
AC/776/12,Roe deer,Reh,Capreolus capreolus,ROD_2_L,fiwi,"Vienna, Austria"
AC/834b/12,Blackbuck,Hirschziegenantilope,Antilope,BLB_1_H,fiwi,"Vienna, Austria"
AC/834b/12,Blackbuck,Hirschziegenantilope,Antilope,BLB_1_L,fiwi,"Vienna, Austria"
AC/899/12,Blackbuck,Hirschziegenantilope,Antilope,BLB_2_H,fiwi,"Vienna, Austria"
AC/899/12,Blackbuck,Hirschziegenantilope,Antilope,BLB_2_L,fiwi,"Vienna, Austria"
Z/904/12,McCord's box turtle,Cuora machotti,Cuora mccordi,MCB_1_H,fiwi,"Vienna, Austria"
Z/904/12,McCord's box turtle,Cuora machotti,Cuora mccordi,MCB_1_L,fiwi,"Vienna, Austria"
AC/925/12,Dog,Hund,Canis lupus familiaris,DOG_1_H,fiwi,"Vienna, Austria"
AC/925/12,Dog,Hund,Canis lupus familiaris,DOG_1_L,fiwi,"Vienna, Austria"
AC/926/12,Guinea pig,Meerschwein,Caviidae,GUP_1_H,fiwi,"Vienna, Austria"
AC/926/12,Guinea pig,Meerschwein,Caviidae,GUP_1_L,fiwi,"Vienna, Austria"
AC/928/12,Guinea pig,Meerschwein,Caviidae,GUP_2_H,fiwi,"Vienna, Austria"
AC/928/12,Guinea pig,Meerschwein,Caviidae,GUP_2_L,fiwi,"Vienna, Austria"
LS/21/13,Seriema,Seriema,Cariamidae,SEM_2_H,fiwi,"Vienna, Austria"
LS/21/13,Seriema,Seriema,Cariamidae,SEM_2_L,fiwi,"Vienna, Austria"
Z/39/13,Eyelash viper,Bothriechis schlegelii,Bothriechis schlegelii,EYV_1_L,fiwi,"Vienna, Austria"
LS/54/13,Wild goat,Tauernscheckenziege,Capra aegagrus,WG_1_H,fiwi,"Vienna, Austria"
LS/54/13,Wild goat,Tauernscheckenziege,Capra aegagrus,WG_1_L,fiwi,"Vienna, Austria"
Z/72/13,Common buzzard,Maeusebussard,Buteo buteo,CBU_1_H,fiwi,"Vienna, Austria"
Z/72/13,Common buzzard,Maeusebussard,Buteo buteo,CBU_1_L,fiwi,"Vienna, Austria"
AC/101/13,Nilgai,Nigauantilope,Boselaphus tragocamelus,NIL_1_H,fiwi,"Vienna, Austria"
AC/101/13,Nilgai,Nigauantilope,Boselaphus tragocamelus,NIL_1_L,fiwi,"Vienna, Austria"
LS/132/13,Wild goat,Tauernscheckenziege,Capra aegagrus,WG_2_H,fiwi,"Vienna, Austria"
LS/132/13,Wild goat,Tauernscheckenziege,Capra aegagrus,WG_2_L,fiwi,"Vienna, Austria"
Z/190/13,Charadriidae ,Regenpfeifer,Charadriidae,CHD_1_H,fiwi,"Vienna, Austria"
Z/190/13,Charadriidae ,Regenpfeifer,Charadriidae,CHD_1_L,fiwi,"Vienna, Austria"
AC/207/13,Western marsh harrier,Rohrweihe,Circus aeruginosus,WMH_1_H,fiwi,"Vienna, Austria"
AC/207/13,Western marsh harrier,Rohrweihe,Circus aeruginosus,WMH_1_L,fiwi,"Vienna, Austria"
AC/208/13,Western marsh harrier,Rohrweihe,Circus aeruginosus,WMH_2_H,fiwi,"Vienna, Austria"
AC/208/13,Western marsh harrier,Rohrweihe,Circus aeruginosus,WMH_2_L,fiwi,"Vienna, Austria"
AC/209/13,Common buzzard,Maeusebussard,Buteo buteo,CBU_2_H,fiwi,"Vienna, Austria"
AC/209/13,Common buzzard,Maeusebussard,Buteo buteo,CBU_2_L,fiwi,"Vienna, Austria"
AC/338/13,Black crowned crane,Kronenkranich,Balearica pavonina,BCC_1_H,fiwi,"Vienna, Austria"
AC/338/13,Black crowned crane,Kronenkranich,Balearica pavonina,BCC_1_L,fiwi,"Vienna, Austria"
Z/598/13,Mallard,Stockente,Anas platyrhynchos,MA_2_H,fiwi,"Vienna, Austria"
Z/598/13,Mallard,Stockente,Anas platyrhynchos,MA_2_L,fiwi,"Vienna, Austria"
Z/642A/13,Common quail,Wachtel,Coturnix coturnix,COQ_1_H,fiwi,"Vienna, Austria"
Z/642A/13,Common quail,Wachtel,Coturnix coturnix,COQ_1_L,fiwi,"Vienna, Austria"
Z/642B/13,Common quail,Wachtel,Coturnix coturnix,COQ_2_H,fiwi,"Vienna, Austria"
Z/642B/13,Common quail,Wachtel,Coturnix coturnix,COQ_2_L,fiwi,"Vienna, Austria"
AC/654/13,Chameleon,Chamaeleon,Chamaeleonidae,CHA_1_L,fiwi,"Vienna, Austria"
AC/654/13,Chameleon,Chamaeleon,Chamaeleonidae,CHA_1_LU,fiwi,"Vienna, Austria"
Z/678/13,Harlequin quail,Harlekinwachtel,Coturnix delegorguei,HAQ_1_H,fiwi,"Vienna, Austria"
Z/678/13,Harlequin quail,Harlekinwachtel,Coturnix delegorguei,HAQ_1_L,fiwi,"Vienna, Austria"
AC/866/13,White-fronted amazon,WeiÃstirnamazone,Amazona albifrons,WFA_1_H,fiwi,"Vienna, Austria"
AC/866/13,White-fronted amazon,WeiÃstirnamazone,Amazona albifrons,WFA_1_L,fiwi,"Vienna, Austria"
Z/872/13,Trumpeter hornbill,Trompetenhornvogel,Bycanistes bucinator,TH_1_H,fiwi,"Vienna, Austria"
Z/872/13,Trumpeter hornbill,Trompetenhornvogel,Bycanistes bucinator,TH_1_L,fiwi,"Vienna, Austria"
Z/888/13,Lovebird,Agapornide,Agapornis,LOB_1_H,fiwi,"Vienna, Austria"
Z/888/13,Lovebird,Agapornide,Agapornis,LOB_1_L,fiwi,"Vienna, Austria"
CB/22/14,Carrion crow,Rabenkraehe,Corvus corone,CAC_1_H,fiwi,"Vienna, Austria"
CB/22/14,Carrion crow,Rabenkraehe,Corvus corone,CAC_1_L,fiwi,"Vienna, Austria"
Z/100/14,Campbell's dwarf hamster,Zwerghamster,Phodopus campbelli,CDH_1_H,fiwi,"Vienna, Austria"
Z/100/14,Campbell's dwarf hamster,Zwerghamster,Phodopus campbelli,CDH_1_L,fiwi,"Vienna, Austria"
AC/131/14,Blue-backed manakin,Prachtpipra,Chiroxiphia pareola,BBM_1_H,fiwi,"Vienna, Austria"
AC/186/14,Spiny mouse,Stachelmaus,Acomys,SPM_1_H,fiwi,"Vienna, Austria"
AC/186/14,Spiny mouse,Stachelmaus,Acomys,SPM_1_L,fiwi,"Vienna, Austria"
AC/200/14,Hamster,Hamster 176,Cricetinae,HAM_1_H,fiwi,"Vienna, Austria"
AC/200/14,Hamster,Hamster 176,Cricetinae,HAM_1_L,fiwi,"Vienna, Austria"
AC/204/14,Chameleon,Chamaeleon,Chamaeleonidae,CHA_2_H,fiwi,"Vienna, Austria"
AC/204/14,Chameleon,Chamaeleon,Chamaeleonidae,CHA_2_L,fiwi,"Vienna, Austria"
AC/284/14,Barbary sheep,Maehnenspringer,Ammotragus,BAS_2_H,fiwi,"Vienna, Austria"
AC/284/14,Barbary sheep,Maehnenspringer,Ammotragus,BAS_2_L,fiwi,"Vienna, Austria"
Z/394/14,Rough-legged buzzard,RaufuÃbussard,Buteo lagopus,RBU_1_H,fiwi,"Vienna, Austria"
Z/394/14,Rough-legged buzzard,RaufuÃbussard,Buteo lagopus,RBU_1_L,fiwi,"Vienna, Austria"
Z/399/14,Northern goshawk,Habicht 7,Accipiter gentilis,NG_1_H,fiwi,"Vienna, Austria"
Z/399/14,Northern goshawk,Habicht 7,Accipiter gentilis,NG_1_L,fiwi,"Vienna, Austria"
Z/402/14,Northern goshawk,Habicht 10,Accipiter gentilis,NG_2_H,fiwi,"Vienna, Austria"
Z/402/14,Northern goshawk,Habicht 10,Accipiter gentilis,NG_2_L,fiwi,"Vienna, Austria"
Z/403/14,Eurasian sparrowhawk,Sperber,Accipiter nisus,EUS_1_H,fiwi,"Vienna, Austria"
Z/403/14,Eurasian sparrowhawk,Sperber,Accipiter nisus,EUS_1_L,fiwi,"Vienna, Austria"
Z/404/14,Eurasian sparrowhawk,Sperber,Accipiter nisus,EUS_2_H,fiwi,"Vienna, Austria"
Z/404/14,Eurasian sparrowhawk,Sperber,Accipiter nisus,EUS_2_L,fiwi,"Vienna, Austria"
Z/414/14,Hen harrier,Kornweihe 22,Circus cyaneus,HH_1_H,fiwi,"Vienna, Austria"
Z/414/14,Hen harrier,Kornweihe 22,Circus cyaneus,HH_1_L,fiwi,"Vienna, Austria"
Z/415/14,Hen harrier,Kornweihe 23,Circus cyaneus,HH_2_H,fiwi,"Vienna, Austria"
Z/415/14,Hen harrier,Kornweihe 23,Circus cyaneus,HH_2_L,fiwi,"Vienna, Austria"
AC/568/14,Sika deer,Sika,Cervus nippon,SID_2_H,fiwi,"Vienna, Austria"
AC/568/14,Sika deer,Sika,Cervus nippon,SID_2_L,fiwi,"Vienna, Austria"
AC/643/14,Southern screamer,Tschaja,Chauna torquata,SOS_2_H,fiwi,"Vienna, Austria"
AC/643/14,Southern screamer,Tschaja,Chauna torquata,SOS_2_L,fiwi,"Vienna, Austria"
AC/744/14,European greenfinch,Gruenfink,Chloris chloris,EGF_1_H,fiwi,"Vienna, Austria"
AC/744/14,European greenfinch,Gruenfink,Chloris chloris,EGF_1_L,fiwi,"Vienna, Austria"
AC/808/14,High-fly pigeon,Hochflugtaube,Columba livia,HFP_1_H,fiwi,"Vienna, Austria"
AC/808/14,High-fly pigeon,Hochflugtaube,Columba livia,HFP_1_L,fiwi,"Vienna, Austria"
AC/57/15,Alpine ibex,Steinbock,Capra,AI_2_H,fiwi,"Vienna, Austria"
AC/57/15,Alpine ibex,Steinbock,Capra,AI_2_L,fiwi,"Vienna, Austria"
AC/72/15,King colobus,Baerenstuemmelaffe,Colobus polykomos,KCO_1_H,fiwi,"Vienna, Austria"
AC/72/15,King colobus,Baerenstuemmelaffe,Colobus polykomos,KCO_1_L,fiwi,"Vienna, Austria"
AC/98/15,Desmarest's hutia,Kubabaumratte,Capromys pilorides,DHU_1_H,fiwi,"Vienna, Austria"
AC/98/15,Desmarest's hutia,Kubabaumratte,Capromys pilorides,DHU_1_L,fiwi,"Vienna, Austria"
AC/208/15,Yellow-billed amazon,Jamaika-Amazone,Amazona collaria,WFA_2_H,fiwi,"Vienna, Austria"
AC/208/15,Yellow-billed amazon,Jamaika-Amazone,Amazona collaria,WFA_2_L,fiwi,"Vienna, Austria"
AC/358/15,Springbok,Springbock,Antidorcas,SPB_1_H,fiwi,"Vienna, Austria"
AC/358/15,Springbok,Springbock,Antidorcas,SPB_1_L,fiwi,"Vienna, Austria"
AC/368/15,Water buffalo,Wasserbueffel,Bubalus,WBU_1_H,fiwi,"Vienna, Austria"
AC/368/15,Water buffalo,Wasserbueffel,Bubalus,WBU_1_L,fiwi,"Vienna, Austria"
AC/486/15,Ankole-Watusi,Watussirind,Bos,ANW_1_H,fiwi,"Vienna, Austria"
AC/486/15,Ankole-Watusi,Watussirind,Bos,ANW_1_L,fiwi,"Vienna, Austria"
AC/514/15,Desmarest's hutia,Kubabaumratte,Capromys pilorides,DHU_2_H,fiwi,"Vienna, Austria"
AC/514/15,Desmarest's hutia,Kubabaumratte,Capromys pilorides,DHU_2_L,fiwi,"Vienna, Austria"
Z/550/15,King penguin,Koenigspinguin,Aptenodytes patagonicus,KP_2_H,fiwi,"Vienna, Austria"
Z/550/15,King penguin,Koenigspinguin,Aptenodytes patagonicus,KP_2_L,fiwi,"Vienna, Austria"
Z/597/15,Mantled guereza,Guarezza Affe,Colobus guereza,MAG_1_H,fiwi,"Vienna, Austria"
Z/597/15,Mantled guereza,Guarezza Affe,Colobus guereza,MAG_1_L,fiwi,"Vienna, Austria"
Z/653/15,Dog,Hund,Canis lupus familiaris,DOG_2_H,fiwi,"Vienna, Austria"
Z/653/15,Dog,Hund,Canis lupus familiaris,DOG_2_L,fiwi,"Vienna, Austria"
AC/735/15,Smooth snake,Schlingnatter,Coronella austriaca,SSN_1_H,fiwi,"Vienna, Austria"
AC/735/15,Smooth snake,Schlingnatter,Coronella austriaca,SSN_1_L,fiwi,"Vienna, Austria"
AC/860/15,Mantled guereza,Guerezza Affe,Colobus guereza,MAG_2_H,fiwi,"Vienna, Austria"
AC/860/15,Mantled guereza,Guerezza Affe,Colobus guereza,MAG_2_L,fiwi,"Vienna, Austria"
Z/862/15,Nilgai,Nilagauantilope,Boselaphus tragocamelus,NIL_2_H,fiwi,"Vienna, Austria"
Z/862/15,Nilgai,Nilagauantilope,Boselaphus tragocamelus,NIL_2_L,fiwi,"Vienna, Austria"
Z/936/15,Blue-bellied roller,Blaubauchracke,Coracias cyanogaster,BBR_1_H,fiwi,"Vienna, Austria"
Z/936/15,Blue-bellied roller,Blaubauchracke,Coracias cyanogaster,BBR_1_L,fiwi,"Vienna, Austria"
Z/1039/15,Coccothraustes,KernbeiÃer,Coccothraustes,CTH_1_H,fiwi,"Vienna, Austria"
Z/1039/15,Coccothraustes,KernbeiÃer,Coccothraustes,CTH_1_L,fiwi,"Vienna, Austria"
AC/1077/15,Harlequin quail,Harlekinwachtel,Coturnix delegorguei,HAQ_2_H,fiwi,"Vienna, Austria"
AC/1077/15,Harlequin quail,Harlekinwachtel,Coturnix delegorguei,HAQ_2_L,fiwi,"Vienna, Austria"
AC/1079/15,White stork,WeiÃstorch,Ciconia ciconia,WS_1_H,fiwi,"Vienna, Austria"
AC/1079/15,White stork,WeiÃstorch,Ciconia ciconia,WS_1_L,fiwi,"Vienna, Austria"
Z/1080/15,Black crowned crane,Kronenkranich,Balearica pavonina,BCC_2_H,fiwi,"Vienna, Austria"
Z/1080/15,Black crowned crane,Kronenkranich,Balearica pavonina,BCC_2_L,fiwi,"Vienna, Austria"
AC/1081/15,Red deer,Rothirsch,Cervus elaphus,RED_2_L,fiwi,"Vienna, Austria"
AC/1081/15,Red deer,Rothirsch,Cervus elaphus,RED_2_LU,fiwi,"Vienna, Austria"
AC/51/16,True macaws,Ara,Ara,TM_1_H,fiwi,"Vienna, Austria"
AC/51/16,True macaws,Ara,Ara,TM_1_L,fiwi,"Vienna, Austria"
AC/126/16,True macaws,Ara,Ara,TM_2_H,fiwi,"Vienna, Austria"
AC/126/16,True macaws,Ara,Ara,TM_2_L,fiwi,"Vienna, Austria"
Z/488/16,Common raven,Kolkrabe,Corvus corax,COR_1_H,fiwi,"Vienna, Austria"
Z/488/16,Common raven,Kolkrabe,Corvus corax,COR_1_L,fiwi,"Vienna, Austria"
Z/489/16,Common raven,Kolkrabe,Corvus corax,COR_2_H,fiwi,"Vienna, Austria"
Z/489/16,Common raven,Kolkrabe,Corvus corax,COR_2_L,fiwi,"Vienna, Austria"
Z/605/16,Asian common toad,Schwarznarbenkroete,Duttaphrynus melanostictus,ACT_1_H,fiwi,"Vienna, Austria"
Z/605/16,Asian common toad,Schwarznarbenkroete,Duttaphrynus melanostictus,ACT_1_L,fiwi,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_H,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_L,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_S,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_D,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_LU,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_B,MUW,"Vienna, Austria"
Ggal1,Chicken,Huhn,Gallus gallus,CHK_1_M,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_H,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_L,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_S,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_D,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_LU,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_B,MUW,"Vienna, Austria"
Ggal2,Chicken,Huhn,Gallus gallus,CHK_2_M,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_H,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_L,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_S,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_D,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_LU,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_B,MUW,"Vienna, Austria"
Ggal3,Chicken,Huhn,Gallus gallus,CHK_3_M,MUW,"Vienna, Austria"
47/196/09,Viscacha,Viscacha,Lagostomus maximus,VIS_1_H,fiwi,"Vienna, Austria"
47/196/09,Viscacha,Viscacha,Lagostomus maximus,VIS_1_L,fiwi,"Vienna, Austria"
Z/142/12,Great egret,Graureiher,Ardea cinerea,GRE_2_L,fiwi,"Vienna, Austria"
Z/233/10,Cougar,Puma,Puma concolor,CO_2_LU,fiwi,"Vienna, Austria"
CB/435/10,Wood mouse,Waldmaus,Apodemus sylvaticus,WM_1_H,fiwi,"Vienna, Austria"
CB/435/10,Wood mouse,Waldmaus,Apodemus sylvaticus,WM_1_L,fiwi,"Vienna, Austria"
AC/768/12,Grey-headed lovebird,Graukoepfchen,Agapornis canus,GHL_1_H,fiwi,"Vienna, Austria"
AC/768/12,Grey-headed lovebird,Graukoepfchen,Agapornis canus,GHL_1_L,fiwi,"Vienna, Austria"
Z/39/13,Eyelash viper,Bothriechis schlegelii,Bothriechis schlegelii,EYV_1_H,fiwi,"Vienna, Austria"
47/224/09,Lion tamarin,Loewenkopfaffe,Leontopithecus,LT_1_H,fiwi,"Vienna, Austria"
47/224/09,Lion tamarin,Loewenkopfaffe,Leontopithecus,LT_1_L,fiwi,"Vienna, Austria"
Z/202/10,European polecat,Iltis,Mustela putorius,EPC_1_LU,fiwi,"Vienna, Austria"
Z/202/10,European polecat,Iltis,Mustela putorius,EPC_1_S,fiwi,"Vienna, Austria"
CB/203/10,European polecat,Iltis,Mustela putorius,EPC_2_H,fiwi,"Vienna, Austria"
CB/203/10,European polecat,Iltis,Mustela putorius,EPC_2_L,fiwi,"Vienna, Austria"
Z/245/10,Round-eared elephant shrew,Kurzohrruesselspringer,Macroscelides proboscideus,RSH_1_H,fiwi,"Vienna, Austria"
Z/245/10,Round-eared elephant shrew,Kurzohrruesselspringer,Macroscelides proboscideus,RSH_1_L,fiwi,"Vienna, Austria"
Z/249/10,White-faced whistling duck,Witwenpfeifengans,Dendrocygna viduata,WWD_1_H,fiwi,"Vienna, Austria"
Z/249/10,White-faced whistling duck,Witwenpfeifengans,Dendrocygna viduata,WWD_1_L,fiwi,"Vienna, Austria"
AC/299/10,Marten,Marder,Mustelidae,MAT_1_H,fiwi,"Vienna, Austria"
AC/299/10,Marten,Marder,Mustelidae,MAT_1_L,fiwi,"Vienna, Austria"
AC/316/10,Prairie dog,Praeriehund,Cynomys,PD_1_H,fiwi,"Vienna, Austria"
AC/316/10,Prairie dog,Praeriehund,Cynomys,PD_1_L,fiwi,"Vienna, Austria"
AC/427/10,conehead lizards,Kronenbasilisk,Laemanctus,COL_1_L,fiwi,"Vienna, Austria"
AC/427/10,conehead lizards,Kronenbasilisk,Laemanctus,COL_1_LU,fiwi,"Vienna, Austria"
CB/434/10,Black-necked swan,Schwarzhalsschwan,Cygnus melancoryphus,BNS_1_H,fiwi,"Vienna, Austria"
CB/434/10,Black-necked swan,Schwarzhalsschwan,Cygnus melancoryphus,BNS_1_L,fiwi,"Vienna, Austria"
Z/551/10,Bronze-tailed starling,Erzglansstar,Lamprotornis chalcurus,BTS_1_H,fiwi,"Vienna, Austria"
Z/551/10,Bronze-tailed starling,Erzglansstar,Lamprotornis chalcurus,BTS_1_L,fiwi,"Vienna, Austria"
Z/576/10,Malachite sunbird,Malachit Nektarvogel,Nectariniidae,MSB_1_H,fiwi,"Vienna, Austria"
Z/576/10,Malachite sunbird,Malachit Nektarvogel,Nectariniidae,MSB_1_L,fiwi,"Vienna, Austria"
Z/733/10,Wildcat,Wildkatze,Felis silvestris,WCA_1_H,fiwi,"Vienna, Austria"
Z/733/10,Wildcat,Wildkatze,Felis silvestris,WCA_1_LU,fiwi,"Vienna, Austria"
AC/737/10,European hare,Feldhase FIWI,Lepus europaeus,EHA_1_H,fiwi,"Vienna, Austria"
AC/737/10,European hare,Feldhase FIWI,Lepus europaeus,EHA_1_L,fiwi,"Vienna, Austria"
Z/748/10,Hedgehog,Igel,Erinaceidae,HHO_1_H,fiwi,"Vienna, Austria"
Z/748/10,Hedgehog,Igel,Erinaceidae,HHO_1_L,fiwi,"Vienna, Austria"
AC/18/11,European hare,Feldhase,Lepus europaeus,EHA_2_H,fiwi,"Vienna, Austria"
AC/18/11,European hare,Feldhase,Lepus europaeus,EHA_2_L,fiwi,"Vienna, Austria"
AC/22/11,Viscacha,Viscacha,Lagostomus maximus,VIS_2_H,fiwi,"Vienna, Austria"
AC/22/11,Viscacha,Viscacha,Lagostomus maximus,VIS_2_L,fiwi,"Vienna, Austria"
Z/37/11,Garden dormouse,Gartenschlaefer,Eliomys quercinus,GD_1_H,fiwi,"Vienna, Austria"
Z/37/11,Garden dormouse,Gartenschlaefer,Eliomys quercinus,GD_1_L,fiwi,"Vienna, Austria"
AC/51/11,Garden dormouse,Gartenschlaefer,Eliomys quercinus,GD_2_H,fiwi,"Vienna, Austria"
AC/51/11,Garden dormouse,Gartenschlaefer,Eliomys quercinus,GD_2_L,fiwi,"Vienna, Austria"
AC/403/11,Turaco,WeiÃohrtorako,Musophagidae,TUR_1_H,fiwi,"Vienna, Austria"
AC/403/11,Turaco,WeiÃohrtorako,Musophagidae,TUR_1_L,fiwi,"Vienna, Austria"
Z/879/11,Golden-headed lion tamarin,Goldkopfloewenaeffchen,Leontopithecus chrysomelas,GLT_1_H,fiwi,"Vienna, Austria"
Z/879/11,Golden-headed lion tamarin,Goldkopfloewenaeffchen,Leontopithecus chrysomelas,GLT_1_L,fiwi,"Vienna, Austria"
Z/1081/11,whooper swan,Singschwan,Cygnus cygnus,WHS_2_H,fiwi,"Vienna, Austria"
Z/1081/11,whooper swan,Singschwan,Cygnus cygnus,WHS_2_L,fiwi,"Vienna, Austria"
Z/1137/11,Tahr,Tahr,Hemitragus,TAH_1_H,fiwi,"Vienna, Austria"
Z/1137/11,Tahr,Tahr,Hemitragus,TAH_1_L,fiwi,"Vienna, Austria"
AC/1159/11,Sawback turtle,Hoeckerschildkroete,Graptemys,SBT_1_H,fiwi,"Vienna, Austria"
AC/1159/11,Sawback turtle,Hoeckerschildkroete,Graptemys,SBT_1_L,fiwi,"Vienna, Austria"
AC/10/12,Indian flapshell turtle,Lissemylschildkroete,Lissemys punctata,IFT_1_H,fiwi,"Vienna, Austria"
AC/10/12,Indian flapshell turtle,Lissemylschildkroete,Lissemys punctata,IFT_1_L,fiwi,"Vienna, Austria"
Z/64/12,Bearded vulture,Bartgeier,Gypaetus,BV_1_H,fiwi,"Vienna, Austria"
Z/64/12,Bearded vulture,Bartgeier,Gypaetus,BV_1_L,fiwi,"Vienna, Austria"
AC/84/12,Yellow mongoose,Fuchsmanguste,Cynictis,YM_1_H,fiwi,"Vienna, Austria"
AC/84/12,Yellow mongoose,Fuchsmanguste,Cynictis,YM_1_L,fiwi,"Vienna, Austria"
Z/136/12,Kingsnake,Koenigsnatter,Lampropeltis,KIS_1_H,fiwi,"Vienna, Austria"
Z/136/12,Kingsnake,Koenigsnatter,Lampropeltis,KIS_1_L,fiwi,"Vienna, Austria"
Z/189/12,Gallicolumba,Dolchstichtaube,Gallicolumba,GAC_1_H,fiwi,"Vienna, Austria"
Z/189/12,Gallicolumba,Dolchstichtaube,Gallicolumba,GAC_1_L,fiwi,"Vienna, Austria"
AC/192/12,Madagascan iguana,Madag. Leguan,Iguanidae,MAI_1_H,fiwi,"Vienna, Austria"
AC/192/12,Madagascan iguana,Madag. Leguan,Iguanidae,MAI_1_L,fiwi,"Vienna, Austria"
Z/266/12,Mara,Mara,Dolichotis patagonum,MAA_1_H,fiwi,"Vienna, Austria"
Z/266/12,Mara,Mara,Dolichotis patagonum,MAA_1_L,fiwi,"Vienna, Austria"
AC/302/12,Lily trotter,Blatthuehnchen,Jacanidae,LTR_1_H,fiwi,"Vienna, Austria"
AC/302/12,Lily trotter,Blatthuehnchen,Jacanidae,LTR_1_L,fiwi,"Vienna, Austria"
AC/322/12,Waterbuck,Wasserbock,Kobus,WAB_1_H,fiwi,"Vienna, Austria"
AC/322/12,Waterbuck,Wasserbock,Kobus,WAB_1_L,fiwi,"Vienna, Austria"
Z/409/12,Bat,Fledermaus,Microchiroptera,BAT_1_H,fiwi,"Vienna, Austria"
Z/409/12,Bat,Fledermaus,Microchiroptera,BAT_1_L,fiwi,"Vienna, Austria"
AC/425/12,Kangaroo ,Kaenguru,Macropodidae,KAN_1_H,fiwi,"Vienna, Austria"
AC/425/12,Kangaroo ,Kaenguru,Macropodidae,KAN_1_L,fiwi,"Vienna, Austria"
AC/483/12,Cat,Katze,Felis catus,CAT_1_H,fiwi,"Vienna, Austria"
AC/483/12,Cat,Katze,Felis catus,CAT_1_L,fiwi,"Vienna, Austria"
AC/500/12,Mouse,Maus,Mus musculus,MOU_1_L,fiwi,"Vienna, Austria"
AC/500/12,Mouse,Maus,Mus musculus,MOU_1_H,fiwi,"Vienna, Austria"
AC/606/12,Blue-crowned hanging parrot,Blaukroenchen,Loriculus galgulus,BHP_1_H,fiwi,"Vienna, Austria"
AC/606/12,Blue-crowned hanging parrot,Blaukroenchen,Loriculus galgulus,BHP_1_L,fiwi,"Vienna, Austria"
Z/612/12,Marmot,Murmeltier,Marmota,MAR_1_H,fiwi,"Vienna, Austria"
Z/612/12,Marmot,Murmeltier,Marmota,MAR_1_L,fiwi,"Vienna, Austria"
Z/613/12,Marmot,Murmeltier,Marmota,MAR_2_H,fiwi,"Vienna, Austria"
Z/613/12,Marmot,Murmeltier,Marmota,MAR_2_L,fiwi,"Vienna, Austria"
AC/628/12,Northern mockingbird,Spottdrossel,Mimus polyglottos,NMO_1_H,fiwi,"Vienna, Austria"
AC/628/12,Northern mockingbird,Spottdrossel,Mimus polyglottos,NMO_1_L,fiwi,"Vienna, Austria"
Z/704/12,Lynx,Luchs,Lynx lynx,LYN_1_L,fiwi,"Vienna, Austria"
Z/704/12,Lynx,Luchs,Lynx lynx,LYN_1_LU,fiwi,"Vienna, Austria"
Z/901/12,Tentacled snake,Fuehlerschlange,Erpeton,TS_1_L,fiwi,"Vienna, Austria"
Z/901/12,Tentacled snake,Fuehlerschlange,Erpeton,TS_1_LU,fiwi,"Vienna, Austria"
Z/913/12,Rabbit,Kaninchen,Oryctolagus cuniculus,RAB_1_H,fiwi,"Vienna, Austria"
