Patho-Nr,English,Tierart,scientific_name,Abbreviation,Institution,Location
Z/274/12,European otter,Fischotter,Lutra lutra,EO_1_H,fiwi,"Vienna, Austria"
Z/587/12,Southern sea lion,Maehnenrobbe,Otaria,SSL_1_H,fiwi,"Vienna, Austria"
AC/603/12,Badger,Dachs,Meles meles,BA_1_H,fiwi,"Vienna, Austria"
Z/72/10,Common snapping turtle,Schnappschild,Chelydra serpentina,CST_1_H,fiwi,"Vienna, Austria"
Z/73/10,Old World porcupine,Stachelschwein,Hystricidae,OWP_1_H,fiwi,"Vienna, Austria"
AC/153/10,Seba's short-tailed bat,Brillenblattnasenfledermaus,Carollia perspicillata,STB_1_L,fiwi,"Vienna, Austria"
Z/253/10,Long-eared owl,Waldohreule,Asio otus,LO_1_H,fiwi,"Vienna, Austria"
Z/304/10,Aesculapian snake,Aeskulapnatter,Zamenis longissimus,AS_1_H,fiwi,"Vienna, Austria"
Z/306/10,Common European viper,Kreuzotter,Vipera berus,EV_1_H,fiwi,"Vienna, Austria"
Z/401/10,Ghost frog,Gespensterfrosch,Heleophrynidae,GF_1_L,fiwi,"Vienna, Austria"
CB/406/10,Anderson's Salamander,Salamander,Ambystoma andersoni,ASL_1_L,fiwi,"Vienna, Austria"
Z/415/10,White cockatoo,Weisshaubenkakadu,Cacatua alba,WC_1_H,fiwi,"Vienna, Austria"
Z/495/10,Eastern imperial eagle,Adler,Aquila heliaca,IE_1_H,fiwi,"Vienna, Austria"
AC/566/10,Southern rockhopper penguin,Felsenpinguin,Eudyptes chrysocome,SRP_1_H,fiwi,"Vienna, Austria"
CB/624/10,Raccoon,Waschbaer,Procyon lotor,RA_1_H,fiwi,"Vienna, Austria"
AC/696/10,Budgerigar,Wellensittich,Melopsittacus,BUD_1_H,fiwi,"Vienna, Austria"
Z/697/10,Neurergus,Sagrosmolch,Neurergus,NE_1_L,fiwi,"Vienna, Austria"
AC/722/10,Coypu,Nutria,Myocastor coypus,COY_1_H,fiwi,"Vienna, Austria"
AC/727/10,Fat-tailed gerbil,Dickschwanzmaus,Pachyuromys,FG_1_H,fiwi,"Vienna, Austria"
AC/763/10,Borneo eared frog,Ohrruderfrosch,Polypedates otilophus,BF_1_L,fiwi,"Vienna, Austria"
Z/287/11,Gekko,Gecko,Gekkonidae,GE_1_L,fiwi,"Vienna, Austria"
AC/445/11,Ball python,Koenigspython,Python regius,BP_1_H,fiwi,"Vienna, Austria"
Z/596/11,Elephant bird,Elefantenvogel,Aepyornithidae,AFB_3_H,fiwi,"Vienna, Austria"
Z/810/11,Roan antelope,Pferde-Antilope,Hippotragus equinus,ROA_1_H,fiwi,"Vienna, Austria"
AC/894/11,Dalmatian pelican,Krauskopfpelikan,Pelecanus crispus,DP_1_L,fiwi,"Vienna, Austria"
AC/964/11,Squirrel monkey,Totenkopfaffe,Saimiriinae,SQM_1_H,fiwi,"Vienna, Austria"
AC/1032/11,African spurred tortoise,Sternschildkroete,Geochelone,AST_1_H,fiwi,"Vienna, Austria"
Z/1131/11,Ocelot gecko,Tokkee,Paroedura picta,OG_1_H,fiwi,"Vienna, Austria"
AC/1153/11,Red-eared slider,Rotwangenschmuckschildkroete,Trachemys scripta elegans,RES_1_H,fiwi,"Vienna, Austria"
AC/2/12,Guenon,Meerkatze,Cercopithecus,GU_1_H,fiwi,"Vienna, Austria"
Z/13/12,Golden jackal,Goldschakal,Canis aureus,GJ_1_H,fiwi,"Vienna, Austria"
Z/71/12,Giraffe,Giraffe,Giraffa giraffa,GI_1_H,fiwi,"Vienna, Austria"
AC/203/12,Emu,Emu,Dromaius novaehollandiae,EM_1_H,fiwi,"Vienna, Austria"
Z/219/12,Little owl,Steinkauz,Athene noctua,LOW_1_H,fiwi,"Vienna, Austria"
Z/253/12,Multi-coloured Tree Lizard,Buntleguan,Polychrus marmoratus,MCL_1_H,fiwi,"Vienna, Austria"
AC/308/12,Mountain hare,Schneehase,Lepus timidus,MH_1_H,fiwi,"Vienna, Austria"
AC/312/12,Blue-and-yellow macaw,Gelbbauchara,Ara ararauna,BYM_1_H,fiwi,"Vienna, Austria"
AC/362/12,Black-winged lovebird,Bergpapagei,Agapornis taranta,BWL_1_H,fiwi,"Vienna, Austria"
Z/430/12,Kobra,Kobra,Naja,KO_1_H,fiwi,"Vienna, Austria"
AC/432/12,Palm cockatoo,Palmkakadu,Probosciger aterrimus,PCO_1_H,fiwi,"Vienna, Austria"
AC/492/12,Black-billed amazon,Rotspiegelamazone,Amazona agilis,BBA_1_H,fiwi,"Vienna, Austria"
Z/589/12,Hamerkop,Hammerkopf,Scopus umbretta,HA_1_H,fiwi,"Vienna, Austria"
AC/698/12,Southern red bishop,Oryxweber,Euplectes orix,SRB_1_H,fiwi,"Vienna, Austria"
AC/771/12,Black-breasted leaf turtle,Zacken-Erdschildkroete,Geoemyda spengleri,BT_1_H,fiwi,"Vienna, Austria"
Z/774/12,Orangutan,Orang-Utan,Pongo borneo,OU_1_H,fiwi,"Vienna, Austria"
AC/844/12,Sloth,Faultier,Folivora,SL_1_H,fiwi,"Vienna, Austria"
CB/929/12,Garganey,Knaekente,Anas querquedula,GA_1_H,fiwi,"Vienna, Austria"
Z/78/13,Elephant,Elefant,Elephantidae,EL_1_H,fiwi,"Vienna, Austria"
AC/157/13,Kleinmann's tortoise,aegypt. Landschildkroete,Testudo kleinmanni,KT_1_H,fiwi,"Vienna, Austria"
AC/170/13,Ostrich,StrauÃ,Struthio camelus,OS_1_H,fiwi,"Vienna, Austria"
AC/181/13,Village weaver,Textorweber,Ploceus cucullatus,VW_1_H,fiwi,"Vienna, Austria"
LS/222/13,Box turtle,Dosenschildkroete,Terrapene,BOT_1_H,fiwi,"Vienna, Austria"
LS/253/13,Common marmoset,WeiÃbueschelaffe,Callithrix jacchus,CM_1_H,fiwi,"Vienna, Austria"
LS/289/13,Marabou stork,Marabu,Leptoptilos crumeniferus,MST_1_H,fiwi,"Vienna, Austria"
Z/411/13,Curly-tailed lizard,Glattkopfleguan,Leiocephalus,CTL_1_H,fiwi,"Vienna, Austria"
AC/412/13,Sand rat,Sandratte,Psammomys obesus,SR_1_H,fiwi,"Vienna, Austria"
Z/602/13,Keeled box turtle,Cuora mouhotii,Cuora mouhotii,KBT_1_H,fiwi,"Vienna, Austria"
Z/617/13,Bison,Bison,Bison,BSN_1_H,fiwi,"Vienna, Austria"
AC/707/13,Flying fox,Riesenflughund,Pteropus,FF_1_H,fiwi,"Vienna, Austria"
AC/710/13,Boa constrictor,Boa constrictor,Boa constrictor,BOA_1_H,fiwi,"Vienna, Austria"
AC/717/13,Spiny?tailed lizard,Dornschwanzagame,Uromastyx ocellata,STL_1_H,fiwi,"Vienna, Austria"
CB/797/13,Vicugna,Vikunja,Vicugna,VI_1_H,fiwi,"Vienna, Austria"
AC/894/13,Crested partridge,StrauÃwachtel,Rollulus,CP_1_H,fiwi,"Vienna, Austria"
Z/81/14,Rhinoceros iguana,Wirtelschwanzleguan,Cyclura,RIN_1_H,fiwi,"Vienna, Austria"
Z/323/14,European hamster,Feldhamster,Cricetus,EH_1_H,fiwi,"Vienna, Austria"
AC/343/14,Anaconda,Anakonda,Eunectes,AN_1_H,fiwi,"Vienna, Austria"
AC/373/14,Bennett's wallaby,Bennet Kaenguru,Macropus rufogriseus,BW_1_H,fiwi,"Vienna, Austria"
AC/461/14,Fiji banded iguana,Fidschileguan,Brachylophus,FBI_1_H,fiwi,"Vienna, Austria"
AC/544/14,Koala,Koala,Phascolarctos cinereus,KOA_1_H,fiwi,"Vienna, Austria"
AC/638/14,Abronia,Abronia,Abronia anzuetoi,AB_1_H,fiwi,"Vienna, Austria"
AC/647/14,Yacare caiman,Brillenkaiman,Caiman yacare,YC_1_H,fiwi,"Vienna, Austria"
Z/736/14,Mousebird,Blaunacken Mausvogel,Coliiformes,MBI_1_H,fiwi,"Vienna, Austria"
AC/773/14,Reindeer,Rentier,Rangifer tarandus,RD_1_H,fiwi,"Vienna, Austria"
AC/783/14,Black-webbed tree frog,Wallace Flugfrosch,Rhacophorus reinwardtii,BTF_1_H,fiwi,"Vienna, Austria"
Z/891/14,Panther chameleon,Pantherchamaeleon,Furcifer pardalis,PCA_1_H,fiwi,"Vienna, Austria"
AC/920/14,Burrowing parrot,Felsensittich,Cyanoliseus patagonus,BPA_1_H,fiwi,"Vienna, Austria"
Z/996/14,Baboon,Pavian,Papio,BAB_1_H,fiwi,"Vienna, Austria"
AC/3/15,Serow,Serau,Capricornis,SER_1_H,fiwi,"Vienna, Austria"
AC/61/15,Northern caiman lizard,Krokodilteju,Dracaena guianensis,NCL_1_H,fiwi,"Vienna, Austria"
AC/63/15,Pigeons,Ganslkroepfer Taube,Columbidae,PIG_1_H,fiwi,"Vienna, Austria"
AC/160/15,North American porcupine,Urson,Erethizon,NAP_1_H,fiwi,"Vienna, Austria"
AC/171/15,Amur leopard,Panther de Chine,Panthera pardus,AL_1_H,fiwi,"Vienna, Austria"
Z/192/15,Radiated tortoise,Strahlenschildkroete,Astrochelys radiata,RT_1_H,fiwi,"Vienna, Austria"
Z/210/15,Wild boar,Wildschwein,Sus scrofa,WB_1_H,fiwi,"Vienna, Austria"
AC/432/15,Nasua,Nasenbaer,Nasua,NAS_1_H,fiwi,"Vienna, Austria"
AC/611/15,Ploughshare Tortoise,Afrik. Schnabelbrustschildkroete,Astrochelys yniphora,PTO_1_H,fiwi,"Vienna, Austria"
AC/668/15,Atlantic canary,Wildkanarienvogel,Serinus,AC_1_H,fiwi,"Vienna, Austria"
AC/808/15,Dama gazelle,Mhorr-Gazelle,Nanger dama,DG_1_H,fiwi,"Vienna, Austria"
Z/814/15,Eurasian eagle-owl,Uhu,Bubo bubo,EEO_1_H,fiwi,"Vienna, Austria"
AC/851/15,Wallaby,Wallaby,Macropus,WA_1_H,fiwi,"Vienna, Austria"
AC/858/15,American black bear,Amerik. Schwarzbaer,Ursus,ABB_1_H,fiwi,"Vienna, Austria"
AC/883/15,Polarwolf,Wolf arktisch,Canis lupus,PW_1_H,fiwi,"Vienna, Austria"
Z/1083/15,Rhinoceros,Nashorn,Rhinocerotidae,RHI_1_L,fiwi,"Vienna, Austria"
CB/437/10,Indian python,Tigerpython,Python molurus,IP_1_LU,fiwi,"Vienna, Austria"
AC/692/15,Rhea,Nandu,Rhea americana,RH_2_LN,fiwi,"Vienna, Austria"
Z/1152/11,Nyala,Nyala,Tragelaphus angasii,NY_1_LU,fiwi,"Vienna, Austria"
Z/573/10,African grey parrot,Graupapagei,Psittacus,GP_2_LU,fiwi,"Vienna, Austria"
Z/573/10,African grey parrot,Graupapagei,Psittacus,GP_2_B,fiwi,"Vienna, Austria"
Z/72/10,Common snapping turtle,Schnappschild,Chelydra serpentina,CST_1_L,fiwi,"Vienna, Austria"
Z/73/10,Old World porcupine,Stachelschwein,Hystricidae,OWP_1_L,fiwi,"Vienna, Austria"
AC/153/10,Seba's short-tailed bat,Brillenblattnasenfledermaus,Carollia perspicillata,STB_1_LU,fiwi,"Vienna, Austria"
Z/253/10,Long-eared owl,Waldohreule,Asio otus,LO_1_L,fiwi,"Vienna, Austria"
Z/304/10,Aesculapian snake,Aeskulapnatter,Zamenis longissimus,AS_1_L,fiwi,"Vienna, Austria"
Z/306/10,Common European viper,Kreuzotter,Vipera berus,EV_1_L,fiwi,"Vienna, Austria"
Z/401/10,Ghost frog,Gespensterfrosch,Heleophrynidae,GF_1_LU,fiwi,"Vienna, Austria"
CB/406/10,Anderson's Salamander,Salamander,Ambystoma andersoni,ASL_1_LU,fiwi,"Vienna, Austria"
Z/415/10,White cockatoo,Weisshaubenkakadu,Cacatua alba,WC_1_L,fiwi,"Vienna, Austria"
Z/495/10,Eastern imperial eagle,Adler,Aquila heliaca,IE_1_L,fiwi,"Vienna, Austria"
AC/566/10,Southern rockhopper penguin,Felsenpinguin,Eudyptes chrysocome,SRP_1_L,fiwi,"Vienna, Austria"
CB/624/10,Raccoon,Waschbaer,Procyon lotor,RA_1_L,fiwi,"Vienna, Austria"
AC/696/10,Budgerigar,Wellensittich,Melopsittacus,BUD_1_L,fiwi,"Vienna, Austria"
AC/722/10,Coypu,Nutria,Myocastor coypus,COY_1_L,fiwi,"Vienna, Austria"
AC/727/10,Fat-tailed gerbil,Dickschwanzmaus,Pachyuromys,FG_1_L,fiwi,"Vienna, Austria"
AC/763/10,Borneo eared frog,Ohrruderfrosch,Polypedates otilophus,BF_1_LU,fiwi,"Vienna, Austria"
Z/287/11,Gekko,Gecko,Gekkonidae,GE_1_LU,fiwi,"Vienna, Austria"
AC/445/11,Ball python,Koenigspython,Python regius,BP_1_L,fiwi,"Vienna, Austria"
Z/596/11,Elephant bird,Elefantenvogel,Aepyornithidae,ELB_1_L,fiwi,"Vienna, Austria"
Z/810/11,Roan antelope,Pferde-Antilope,Hippotragus equinus,ROA_1_L,fiwi,"Vienna, Austria"
AC/964/11,Squirrel monkey,Totenkopfaffe,Saimiriinae,SQM_1_L,fiwi,"Vienna, Austria"
AC/1032/11,African spurred tortoise,Sternschildkroete,Geochelone,AST_1_L,fiwi,"Vienna, Austria"
Z/1131/11,Ocelot gecko,Tokkee,Paroedura picta,OG_1_L,fiwi,"Vienna, Austria"
AC/1153/11,Red-eared slider,Rotwangenschmuckschildkroete,Trachemys scripta elegans,RES_1_L,fiwi,"Vienna, Austria"
AC/2/12,Guenon,Meerkatze,Cercopithecus,GU_1_L,fiwi,"Vienna, Austria"
Z/13/12,Golden jackal,Goldschakal,Canis aureus,GJ_1_L,fiwi,"Vienna, Austria"
Z/71/12,Giraffe,Giraffe,Giraffa giraffa,GI_1_L,fiwi,"Vienna, Austria"
AC/203/12,Emu,Emu,Dromaius novaehollandiae,EM_1_L,fiwi,"Vienna, Austria"
Z/219/12,Little owl,Steinkauz,Athene noctua,LOW_1_L,fiwi,"Vienna, Austria"
Z/253/12,Multi-coloured Tree Lizard,Buntleguan,Polychrus marmoratus,MCL_1_L,fiwi,"Vienna, Austria"
AC/308/12,Mountain hare,Schneehase,Lepus timidus,MH_1_L,fiwi,"Vienna, Austria"
AC/312/12,Blue-and-yellow macaw,Gelbbauchara,Ara ararauna,BYM_1_L,fiwi,"Vienna, Austria"
AC/362/12,Black-winged lovebird,Bergpapagei,Agapornis taranta,BWL_1_L,fiwi,"Vienna, Austria"
Z/430/12,Kobra,Kobra,Naja,KO_1_L,fiwi,"Vienna, Austria"
AC/432/12,Palm cockatoo,Palmkakadu,Probosciger aterrimus,PCO_1_L,fiwi,"Vienna, Austria"
AC/492/12,Black-billed amazon,Rotspiegelamazone,Amazona agilis,BBA_1_LU,fiwi,"Vienna, Austria"
Z/589/12,Hamerkop,Hammerkopf,Scopus umbretta,HA_1_L,fiwi,"Vienna, Austria"
AC/698/12,Southern red bishop,Oryxweber,Euplectes orix,SRB_1_L,fiwi,"Vienna, Austria"
AC/771/12,Black-breasted leaf turtle,Zacken-Erdschildkroete,Geoemyda spengleri,BT_1_L,fiwi,"Vienna, Austria"
Z/774/12,Orangutan,Orang-Utan,Pongo borneo,OU_1_L,fiwi,"Vienna, Austria"
AC/844/12,Sloth,Faultier,Folivora,SL_1_L,fiwi,"Vienna, Austria"
CB/929/12,Garganey,Knaekente,Anas querquedula,GA_1_L,fiwi,"Vienna, Austria"
Z/78/13,Elephant,Elefant,Elephantidae,EL_1_L,fiwi,"Vienna, Austria"
AC/157/13,Kleinmann's tortoise,aegypt. Landschildkroete,Testudo kleinmanni,KT_1_L,fiwi,"Vienna, Austria"
AC/170/13,Ostrich,StrauÃ,Struthio camelus,OS_1_L,fiwi,"Vienna, Austria"
AC/181/13,Village weaver,Textorweber,Ploceus cucullatus,VW_1_L,fiwi,"Vienna, Austria"
LS/222/13,Box turtle,Dosenschildkroete,Terrapene,BOT_1_L,fiwi,"Vienna, Austria"
LS/253/13,Common marmoset,WeiÃbueschelaffe,Callithrix jacchus,CM_1_L,fiwi,"Vienna, Austria"
LS/289/13,Marabou stork,Marabu,Leptoptilos crumeniferus,MST_1_L,fiwi,"Vienna, Austria"
Z/411/13,Curly-tailed lizard,Glattkopfleguan,Leiocephalus,CTL_1_L,fiwi,"Vienna, Austria"
AC/412/13,Sand rat,Sandratte,Psammomys obesus,SR_1_L,fiwi,"Vienna, Austria"
Z/602/13,Keeled box turtle,Cuora mouhotii,Cuora mouhotii,KBT_1_L,fiwi,"Vienna, Austria"
Z/617/13,Bison,Bison,Bison,BSN_1_L,fiwi,"Vienna, Austria"
AC/707/13,Flying fox,Riesenflughund,Pteropus,FF_1_L,fiwi,"Vienna, Austria"
AC/710/13,Boa constrictor,Boa constrictor,Boa constrictor,BOA_1_L,fiwi,"Vienna, Austria"
AC/717/13,Spiny?tailed lizard,Dornschwanzagame,Uromastyx ocellata,STL_1_L,fiwi,"Vienna, Austria"
CB/797/13,Vicugna,Vikunja,Vicugna,VI_1_L,fiwi,"Vienna, Austria"
AC/894/13,Crested partridge,StrauÃwachtel,Rollulus,CP_1_L,fiwi,"Vienna, Austria"
Z/81/14,Rhinoceros iguana,Wirtelschwanzleguan,Cyclura,RIN_1_L,fiwi,"Vienna, Austria"
Z/323/14,European hamster,Feldhamster,Cricetus,EH_1_L,fiwi,"Vienna, Austria"
AC/343/14,Anaconda,Anakonda,Eunectes,AN_1_L,fiwi,"Vienna, Austria"
AC/373/14,Bennett's wallaby,Bennet Kaenguru,Macropus rufogriseus,BW_1_L,fiwi,"Vienna, Austria"
AC/461/14,Fiji banded iguana,Fidschileguan,Brachylophus,FBI_1_L,fiwi,"Vienna, Austria"
AC/544/14,Koala,Koala,Phascolarctos cinereus,KOA_1_L,fiwi,"Vienna, Austria"
AC/638/14,Abronia,Abronia,Abronia anzuetoi,AB_1_L,fiwi,"Vienna, Austria"
AC/647/14,Yacare caiman,Brillenkaiman,Caiman yacare,YC_1_L,fiwi,"Vienna, Austria"
Z/736/14,Mousebird,Blaunacken Mausvogel,Coliiformes,MBI_1_L,fiwi,"Vienna, Austria"
AC/773/14,Reindeer,Rentier,Rangifer tarandus,RD_1_L,fiwi,"Vienna, Austria"
AC/783/14,Black-webbed tree frog,Wallace Flugfrosch,Rhacophorus reinwardtii,BTF_1_L,fiwi,"Vienna, Austria"
Z/891/14,Panther chameleon,Pantherchamaeleon,Furcifer pardalis,PCA_1_L,fiwi,"Vienna, Austria"
AC/920/14,Burrowing parrot,Felsensittich,Cyanoliseus patagonus,BPA_1_L,fiwi,"Vienna, Austria"
Z/996/14,Baboon,Pavian,Papio,BAB_1_L,fiwi,"Vienna, Austria"
AC/3/15,Serow,Serau,Capricornis,SER_1_L,fiwi,"Vienna, Austria"
AC/61/15,Northern caiman lizard,Krokodilteju,Dracaena guianensis,NCL_1_L,fiwi,"Vienna, Austria"
AC/160/15,North American porcupine,Urson,Erethizon,NAP_1_L,fiwi,"Vienna, Austria"
AC/171/15,Amur leopard,Panther de Chine,Panthera pardus,AL_1_L,fiwi,"Vienna, Austria"
Z/192/15,Radiated tortoise,Strahlenschildkroete,Astrochelys radiata,RT_1_L,fiwi,"Vienna, Austria"
Z/210/15,Wild boar,Wildschwein,Sus scrofa,WB_1_L,fiwi,"Vienna, Austria"
AC/432/15,Nasua,Nasenbaer,Nasua,NAS_1_L,fiwi,"Vienna, Austria"
AC/611/15,Ploughshare Tortoise,Afrik. Schnabelbrustschildkroete,Astrochelys yniphora,PTO_1_L,fiwi,"Vienna, Austria"
AC/668/15,Atlantic canary,Wildkanarienvogel,Serinus,AC_1_L,fiwi,"Vienna, Austria"
AC/808/15,Dama gazelle,Mhorr-Gazelle,Nanger dama,DG_1_L,fiwi,"Vienna, Austria"
Z/814/15,Eurasian eagle-owl,Uhu,Bubo bubo,EEO_1_L,fiwi,"Vienna, Austria"
AC/851/15,Wallaby,Wallaby,Macropus,WA_1_L,fiwi,"Vienna, Austria"
AC/858/15,American black bear,Amerik. Schwarzbaer,Ursus,ABB_1_L,fiwi,"Vienna, Austria"
AC/883/15,Polarwolf,Wolf arktisch,Canis lupus,PW_1_L,fiwi,"Vienna, Austria"
Z/71/12,Giraffe,Giraffe,Giraffa giraffa,GI_1_H,fiwi,"Vienna, Austria"
AC/844/12,Sloth,Faultier,Folivora,SL_1_H,fiwi,"Vienna, Austria"
AC/717/13,Spiny?tailed lizard,Dornschwanzagame,Uromastyx ocellata,STL_1_H,fiwi,"Vienna, Austria"
CB/797/13,Vicugna,Vikunja,Vicugna,VI_1_H,fiwi,"Vienna, Austria"
AC/544/14,Koala,Koala,Phascolarctos cinereus,KOA_1_H,fiwi,"Vienna, Austria"
AC/692/15,Rhea,Nandu,Rhea americana,RH_2_LN,fiwi,"Vienna, Austria"
Z/573/10,African grey parrot,Graupapagei,Psittacus,GP_2_LU,fiwi,"Vienna, Austria"
Z/573/10,African grey parrot,Graupapagei,Psittacus,GP_2_B,fiwi,"Vienna, Austria"
Z/573/10,African grey parrot,Graupapagei,Psittacus,GP_2_LU,fiwi,"Vienna, Austria"
AC/153/10,Seba's short-tailed bat,Brillenblattnasenfledermaus,Carollia perspicillata,STB_1_LU,fiwi,"Vienna, Austria"
Amex1,Axolotl,Axolotl,Ambystoma mexicanum,AX_1_H,University of Kentucky,"Lexington, KY, USA"
Amex1,Axolotl,Axolotl,Ambystoma mexicanum,AX_1_S,University of Kentucky,"Lexington, KY, USA"
Amex1,Axolotl,Axolotl,Ambystoma mexicanum,AX_1_M,University of Kentucky,"Lexington, KY, USA"
Amex1,Axolotl,Axolotl,Ambystoma mexicanum,AX_1_BL,University of Kentucky,"Lexington, KY, USA"
Amex2,Axolotl,Axolotl,Ambystoma mexicanum,AX_2_H,University of Kentucky,"Lexington, KY, USA"
Amex2,Axolotl,Axolotl,Ambystoma mexicanum,AX_2_S,University of Kentucky,"Lexington, KY, USA"
Amex2,Axolotl,Axolotl,Ambystoma mexicanum,AX_2_M,University of Kentucky,"Lexington, KY, USA"
Amex2,Axolotl,Axolotl,Ambystoma mexicanum,AX_2_BL,University of Kentucky,"Lexington, KY, USA"
Amex3,Axolotl,Axolotl,Ambystoma mexicanum,AX_3_H,University of Kentucky,"Lexington, KY, USA"
Amex3,Axolotl,Axolotl,Ambystoma mexicanum,AX_3_S,University of Kentucky,"Lexington, KY, USA"
Amex3,Axolotl,Axolotl,Ambystoma mexicanum,AX_3_M,University of Kentucky,"Lexington, KY, USA"
Amex3,Axolotl,Axolotl,Ambystoma mexicanum,AX_3_BL,University of Kentucky,"Lexington, KY, USA"
Amex4,Axolotl,Axolotl,Ambystoma mexicanum,AX_4_H,University of Kentucky,"Lexington, KY, USA"
Amex4,Axolotl,Axolotl,Ambystoma mexicanum,AX_4_S,University of Kentucky,"Lexington, KY, USA"
Amex4,Axolotl,Axolotl,Ambystoma mexicanum,AX_4_M,University of Kentucky,"Lexington, KY, USA"
Amex4,Axolotl,Axolotl,Ambystoma mexicanum,AX_4_BL,University of Kentucky,"Lexington, KY, USA"
S00684,Clam worm,,Alitta succinea,CW_1_A,OGL,"Boston, MA, USA"
S00413,Giant tube worm,,Riftia pachyptila,GTW_1_V,OGL,"Boston, MA, USA"
S22732,American lobster,,Homarus americanus,ALO_1_W,OGL,"Boston, MA, USA"
S00026,Gooseneck barnacle,,Lepas anatifera,GB_1_VM,OGL,"Boston, MA, USA"
S00092,Soft-shell clam,,Mya arenaria,SSC_1_G,OGL,"Boston, MA, USA"
S21874,Common octopus,,Octopus vulgaris,COC_1_T,OGL,"Boston, MA, USA"
S23023,Acorn worm,,Saccoglossus kowalevskii,AW_1_GO,OGL,"Boston, MA, USA"
S06367,Bat star,,Patiria miniata,BST_1_TF,OGL,"Boston, MA, USA"
S02998,Purple sea urchin,,Strongylocentrotus purpuratus,PSU_1_GO,OGL,"Boston, MA, USA"
S03076,Brittle star,,Ophiothrix spiculata,BRS_1_AR,OGL,"Boston, MA, USA"
S00570,Golden star tunicate,,Botryllus schlosseri,GST_1_Z,OGL,"Boston, MA, USA"
S03028,Stalked tunicate,,Styela montereyensis,STT_1_P,OGL,"Boston, MA, USA"
S00647,Florida lancelet,,Branchiostoma floridae,FLA_1_HE,OGL,"Boston, MA, USA"
S00647,Florida lancelet,,Branchiostoma floridae,FLA_1_M,OGL,"Boston, MA, USA"
S22723,Japanese lamprey,,Lethenteron camtschaticum,JL_1_GO,OGL,"Boston, MA, USA"
S22722,Elephant shark,,Callorhinchus milii,ESH_1_GO,OGL,"Boston, MA, USA"
S00590,Lemon shark,,Negaprion brevirostris,LSH_1_BL,OGL,"Boston, MA, USA"
S00590,Lemon shark,,Negaprion brevirostris,LSH_1_F,OGL,"Boston, MA, USA"
S00588,Tiger shark,,Galeocerdo cuvier,TSH_1_BL,OGL,"Boston, MA, USA"
S00588,Tiger shark,,Galeocerdo cuvier,TSH_1_F,OGL,"Boston, MA, USA"
S00432,Sand tiger shark,,Carcharias taurus,STS_1_G,OGL,"Boston, MA, USA"
S00432,Sand tiger shark,,Carcharias taurus,STS_1_GO,OGL,"Boston, MA, USA"
S03243,Chain catshark,,Scyliorhinus retifer,CCS_1_BL,OGL,"Boston, MA, USA"
S00275,Dusky smoothhound,,Mustelus canis,DSH_1_BL,OGL,"Boston, MA, USA"
S00423,Southern stingray,,Dasyatis americana,SSR_1_BL,OGL,"Boston, MA, USA"
S00422,Cownose ray,,Rhinoptera bonasus,CNR_1_BL,OGL,"Boston, MA, USA"
S06278,Little skate,,Leucoraja erinacea,LSK_1_G,OGL,"Boston, MA, USA"
S00274,Spiny dogfish,,Squalus acanthias,SDF_1_BL,OGL,"Boston, MA, USA"
S00431,Spotted moray eel,,Gymnothorax moringa,SME_1_BL,OGL,"Boston, MA, USA"
S00431,Spotted moray eel,,Gymnothorax moringa,SME_1_GO,OGL,"Boston, MA, USA"
S00431,Spotted moray eel,,Gymnothorax moringa,SME_1_G,OGL,"Boston, MA, USA"
S03780,Ogilby's hardyhead,,Atherinomorus vaigiensis,OHH_1_G,OGL,"Boston, MA, USA"
S01755,California flying fish,,Cheilopogon pinnatibarbatus californicus,CFL_1_G,OGL,"Boston, MA, USA"
S20310,Squirrelfish,,Neoniphon sammara,SQF_1_G,OGL,"Boston, MA, USA"
S23001,African turquoise killifish,,Nothobranchius furzeri,ATK_1_M,OGL,"Boston, MA, USA"
S20614,Pacific ladyfish,,Elops affinis,PLF_1_F,OGL,"Boston, MA, USA"
S00272,Atlantic cod,,Gadus morhua,ACO_1_G,OGL,"Boston, MA, USA"
S00272,Atlantic cod,,Gadus morhua,ACO_1_M,OGL,"Boston, MA, USA"
S00437,Pollock,,Pollachius virens,POL_1_G,OGL,"Boston, MA, USA"
S00437,Pollock,,Pollachius virens,POL_1_M,OGL,"Boston, MA, USA"
S00437,Pollock,,Pollachius virens,POL_1_GO,OGL,"Boston, MA, USA"
S21939,Sargassum fish,,Histrio histrio,SAF_1_M,OGL,"Boston, MA, USA"
S01784,Rare lanternfish,,Loweina rara,RLF_1_W,OGL,"Boston, MA, USA"
S02708,Fowler's pearlfish,,Onuxodon fowleri,FPF_1_G,OGL,"Boston, MA, USA"
S03116,Silver arowana,,Osteoglossum bicirrhosum,SAA_1_BL,OGL,"Boston, MA, USA"
S01734,Convict tang,,Acanthurus triostegus,COT_1_F,OGL,"Boston, MA, USA"
S00435,African pompano,,Alectis ciliaris,AFP_1_G,OGL,"Boston, MA, USA"
S00435,African pompano,,Alectis ciliaris,AFP_1_GO,OGL,"Boston, MA, USA"
S20729,YellowFin snook,,Centropomus robalito,YFS_1_M,OGL,"Boston, MA, USA"
S01306,Raccoon butterflyfish,,Chaetodon lunula,RBF_1_G,OGL,"Boston, MA, USA"
S03244,Chocolate cichlid,,Hypselecara coryphaenoides,CHC_1_BL,OGL,"Boston, MA, USA"
